conductivity,temperature,turbidity,total_dissolved_solids,water_quality_rating
494.1584341,33,4.880875156,11519.04653,0
474.2404823,34,5.083014142,11837.12336,0
590.7487872,31,3.995973787,36152.8209,0
468.0802666,30,4.76520537,34798.25259,0
435.0008983,33,3.875556805,22989.79639,0
463.3988471,30,3.398592587,22539.71161,0
344.3033625,34,5.525726338,9624.300462,0
245.859632,31,3.977362364,27776.90105,0
463.6472774,26,3.962478314,13237.9896,0
353.7401,28,5.23998187,12311.26837,0
445.3741474,28,4.238589203,12710.24945,0
339.4113267,31,3.724836704,36477.73811,0
353.9129274,32,2.798600948,20230.12558,0
373.0501016,29,3.90235259,21871.8387,0
263.7719135,27,5.629015636,28062.64189,0
290.4238384,31,4.597165512,14100.96899,0
403.0418101,26,3.425763242,15331.30269,0
489.8516004,34,3.14915751,8855.114121,0
442.5457745,29,6.204846359,42550.84182,0
342.1963466,30,3.827650072,27433.58729,0
468.9450148,30,4.664350321,16367.45837,0
274.6605966,33,4.197595209,27418.78104,0
505.7093717,33,2.880785347,26865.37374,0
432.28527,32,3.772886607,28918.41995,0
382.9515048,26,3.285077052,27653.23518,0
465.2166206,27,5.052736766,29368.67418,0
363.1685384,31,4.412589537,24913.83717,0
504.0505391,28,3.809841654,16600.39275,0
481.7719343,27,3.548775589,17087.0769,0
437.9090052,26,3.812952926,10909.19459,0
500.6373262,30,3.244948477,34971.80748,0
439.6480512,33,2.612248953,17973.17886,0
473.6624528,26,3.5521295,32170.06916,0
360.0604774,27,4.201580906,35957.79218,0
448.2425267,27,4.508705098,28149.41179,0
327.2702387,32,3.467336915,14775.1456,0
397.0214276,29,3.362537135,27834.2177,0
433.3816667,30,3.762719837,13041.82914,0
525.5987875,34,4.289395484,27141.3629,0
672.5569992,26,3.568991708,15791.67535,0
566.339294,27,3.679795035,20944.62081,0
373.4272355,26,3.027449578,46140.12685,0
469.4869612,26,4.157656628,25145.02412,0
386.4133315,26,3.421766849,21802.7449,0
533.7958508,30,3.549298841,13442.60347,0
490.9097122,28,4.417559791,20067.10533,0
353.1964755,30,4.636556195,8471.677381,0
417.1670729,34,4.920091158,23641.70257,0
368.8154286,28,3.203257896,20060.07873,0
420.5341718,31,2.927066767,16312.15497,0
313.7019343,30,4.688959065,24909.44401,0
254.3932756,33,4.575931872,17657.08418,0
587.3950117,31,4.418638132,13556.7344,0
434.6554586,30,3.692250861,19129.45837,0
356.4591369,26,2.124759352,19991.23915,0
395.3417753,28,4.444350199,22452.09081,0
399.2713589,26,3.463172548,12224.31051,0
477.3433686,26,3.771944146,34406.77645,0
472.2589937,28,3.720636904,21667.86874,0
438.8657751,32,3.777737414,19549.49934,0
380.1972,28,4.601860959,22821.25438,0
481.1956735,30,4.334615732,17358.79637,0
415.0087369,26,4.633823862,9615.83271,0
416.5889058,29,2.678910713,11981.74019,0
415.6072778,30,3.696119712,14600.53952,0
515.386742,27,4.353238589,39906.19027,0
309.9832868,28,5.263101572,26473.71324,0
482.3300548,28,4.102529482,20406.92767,0
487.9083272,30,2.905788134,10280.9295,0
399.4836212,28,3.954715283,35216.38597,0
332.7375865,30,3.310858508,21136.28676,0
344.7679244,34,3.706601792,26009.07526,0
277.9700697,30,4.219967522,15513.74038,0
507.4454883,31,4.588784657,7695.063935,0
434.7812671,31,4.384565156,28862.25717,0
579.2203941,30,3.556297467,23783.09956,0
251.0208987,26,3.665521764,19517.7248,0
484.1229389,34,3.82359504,24112.15347,0
341.3885767,27,4.615886181,30989.94841,0
358.7817362,30,3.659484625,27192.28056,0
475.3413507,31,4.850433708,29136.81462,0
580.8977004,34,2.880721846,37625.75268,0
289.5424601,32,5.22054027,11067.18115,0
538.4954044,34,4.032259504,13652.2932,0
259.6368031,34,2.768238928,9472.61492,0
435.5004571,33,3.686001324,45222.50667,0
512.2773101,26,3.67043101,27088.47646,0
272.4405583,29,5.198985504,16462.46009,0
327.2480786,32,4.194313129,25839.8941,0
371.216973,27,4.172935335,18344.68036,0
387.6295723,27,3.377337638,18371.0572,0
419.2584481,27,4.408513182,16268.44861,0
499.8441671,29,4.205809732,16002.13832,0
427.4959312,34,2.718397734,23590.93213,0
336.8314548,31,2.951644715,20571.84571,0
424.2928308,32,3.355489791,15326.85591,0
469.4130904,26,4.726845017,35370.73552,0
306.872526,32,2.095914087,31344.46039,0
445.2414569,29,4.460200984,11215.9459,0
327.786642,27,5.428674072,16324.1152,0
448.8460364,29,4.600927569,16162.26231,0
493.4654399,29,3.629749331,12975.90033,0
395.2610634,32,3.377132289,12206.68121,0
316.5358711,29,4.153347001,6040.369868,0
399.4773578,28,3.681324244,13990.5134,0
407.7322172,31,4.2369473,7769.616119,0
425.627814,31,3.70085384,34440.77343,0
517.5128415,32,4.182277582,14962.17783,0
324.5098409,29,4.592073571,34864.42789,0
465.6164808,29,4.689315048,22244.21824,0
382.197839,27,3.659974812,21410.31962,0
497.7903905,32,4.165723664,25299.51156,0
363.5063443,28,3.462763987,11642.72754,0
288.3651931,32,2.758658531,18194.95414,0
358.8887676,31,3.87385335,37928.14218,0
400.9043497,30,3.416539753,4304.492483,0
543.3917436,30,5.303581361,24846.14187,0
514.421722,33,3.450745892,17162.39842,0
474.772519,32,4.006991559,28487.7086,0
462.4024491,34,4.358298341,18257.56927,0
374.7703158,28,3.539771111,25648.5695,0
595.3292635,31,2.148611536,16723.97724,0
405.9001841,29,4.703803489,10704.60318,0
366.4917287,28,4.904837415,19523.12486,0
513.8775793,29,4.35219347,26307.29845,0
588.8527329,30,4.754072499,23220.12061,0
434.7477154,29,3.887680685,8580.245561,0
469.8356255,30,3.778606788,12105.72193,0
415.2117346,34,3.313199022,18272.50597,0
523.6001756,26,3.095233157,30759.68144,0
429.544773,31,3.268324836,25008.53225,0
470.0787053,27,4.766943236,23114.44608,0
410.2432475,30,2.915165951,17167.3013,0
291.1484489,29,3.316157657,28102.75663,0
414.030709,26,5.190851805,17650.40505,0
428.5532485,31,4.656377233,24160.35432,0
439.624998,31,3.724089564,12626.19792,0
522.79373,31,3.727663719,28544.61629,0
411.2950246,29,3.917586695,22833.19204,0
503.1706154,30,4.034349047,15156.78983,0
351.1860809,27,4.033773709,20418.88993,0
469.7613277,33,4.41111744,20724.93036,0
347.9830783,34,3.097277957,27948.58945,0
491.7653132,31,4.501457204,8532.139517,0
409.2207765,28,3.605154199,17984.32744,0
370.1781664,29,3.437450134,19555.76505,0
425.2268617,29,3.700945733,8870.902966,0
351.4768394,30,4.201662864,37169.4444,0
385.1146477,33,5.162729749,18536.69865,0
592.659021,27,3.875165247,13168.52916,1
451.143481,27,3.985250506,19859.67648,1
475.5735624,28,2.747312999,23403.6373,1
376.4565931,27,3.8549399,39143.40333,1
315.5499,33,3.939895657,20401.10246,1
416.6241889,30,2.437296288,14245.78912,1
358.7258688,28,4.052135728,28049.64628,1
277.3845373,31,5.217895024,23249.65383,1
512.4287308,33,2.764633881,27357.45674,1
417.8435527,34,3.53559633,15976.92623,1
297.61154,26,3.404632906,26849.19474,1
481.4808283,29,4.375223811,16392.13507,1
497.3217528,29,3.611860372,25508.38695,1
500.2459518,33,4.10692449,19237.94968,1
401.6697906,28,4.437695749,19598.86074,1
359.5690815,29,3.368757217,29879.06015,1
388.7165795,26,3.859800939,14866.10386,1
346.5532064,29,1.943318777,14442.41888,1
539.4668769,32,4.726702454,21728.8213,1
463.389256,28,3.65213447,15737.46894,1
439.6493286,29,5.328712788,27784.04848,1
373.3456926,33,5.062297798,22644.76635,1
479.5012786,27,4.612963629,22475.04687,1
468.5628288,28,3.762741072,35804.29261,1
629.2812475,31,3.772919265,16146.15711,1
392.4214958,28,4.427137926,35344.65805,1
353.0303803,32,3.485577388,29846.71906,1
360.1791773,28,5.091357101,28897.49153,1
392.7040818,32,4.661798516,25999.95367,1
563.4347751,27,4.104863275,13777.37619,1
427.1239484,30,2.945418738,20682.73174,1
391.0688736,27,4.97605516,13933.08536,1
374.4853324,27,4.563183171,20111.82126,1
365.7202915,30,4.201849441,48621.56395,1
327.623881,32,4.698007916,23625.81389,1
341.2911163,26,3.734001387,7751.809491,1
372.5352428,27,3.833159746,15949.15318,1
574.5550413,27,4.746381859,46113.95749,1
477.1639068,31,4.687986155,34006.42073,1
495.9669861,27,4.182057148,26244.03691,1
608.8468563,32,3.258858945,17862.369,1
516.2840829,30,4.28894682,6552.626314,1
475.9091299,33,3.424701921,20008.13496,1
389.4059776,30,3.466645288,12883.7265,1
390.6572261,32,4.927218272,15618.17025,1
416.2388206,30,3.260906853,8081.466471,1
323.2989152,31,3.418610803,25840.57889,1
509.4068215,32,4.109590274,21948.32536,1
454.5202956,33,4.506539591,35902.71568,1
321.7483389,32,3.682919645,29483.60185,1
291.3537014,26,4.081701398,22511.69262,1
442.7680497,26,5.133477823,11557.03204,1
554.1205362,29,3.633213756,16953.89874,1
417.6312019,33,3.807920062,27776.18026,1
415.6294838,34,4.15558319,27919.77067,1
466.0443992,33,4.184783372,15596.47333,1
468.5913885,27,4.978820188,11348.676,1
420.2912301,27,5.412090885,19216.68309,1
498.665928,29,5.163088154,15300.83867,1
557.4860613,29,3.807562606,16266.43445,1
485.6472319,32,4.124780678,44506.44156,1
385.6143207,29,4.168526118,36043.70664,1
375.7807164,33,3.497577391,29299.12335,1
331.5701387,27,5.50742094,44069.27216,1
435.1080173,27,4.466912564,33991.65157,1
510.4144025,29,4.471842,11567.88784,1
294.6365314,28,3.532958335,23318.18798,1
410.8561139,34,3.309580397,39227.61946,1
489.7034439,34,2.346578095,25589.61059,1
379.7251816,28,4.888061137,26618.05964,1
290.8894718,30,5.922581692,14507.01781,1
439.9444081,33,3.982867293,16115.92986,1
507.1786883,27,4.107267203,32704.56929,1
369.5555133,34,2.285987849,11245.73577,1
326.1153502,30,4.589983508,38852.02964,1
430.4872957,28,2.664832796,13551.95334,1
426.2311291,30,3.31462973,23736.81626,1
335.1976082,32,5.145152871,21153.32283,1
378.0855456,32,3.990437572,29957.19122,1
401.1408786,33,4.268227482,22989.35118,1
384.308673,31,4.063170289,24694.74421,1
463.7417162,29,4.135745329,18570.28534,1
551.4762022,26,4.173330283,18189.39498,1
412.7094234,32,4.971907099,15978.35525,1
559.8178471,29,2.969136099,27355.93431,1
388.467266,32,3.736228471,25510.0973,1
278.6390387,26,3.870156921,35278.68174,1
309.2546197,32,5.260014766,18621.42492,1
469.795375,30,4.178478951,21082.85204,1
440.2834456,31,3.630536578,19116.01208,1
558.8155667,32,4.396604556,12837.50606,1
487.9972616,31,3.779554492,30280.78859,1
695.369528,34,3.660922908,15244.84639,1
447.0280768,30,3.205128767,11734.44886,1
383.2077748,28,4.422269233,16656.06267,1
492.4115244,34,4.197919055,38787.46271,1
330.067379,33,4.163328982,19672.48721,1
514.7629185,28,3.96599397,38969.38899,1
498.6508327,27,3.776040837,18203.73003,1
497.0192345,33,3.756391707,21366.2836,1
425.7520176,33,4.525236731,15797.0304,1
479.7919747,26,4.014681858,32033.33202,1
409.4509977,29,4.168541279,18088.35485,1
328.4331103,28,3.634844542,9025.07936,1
521.1405236,28,3.663252222,26931.24348,1
502.9910878,34,3.731936503,11965.39651,1
543.5287986,30,4.165432286,25259.78055,1
441.5295473,28,2.511810493,29331.23663,1
356.8622871,31,3.937188442,30914.11158,1
518.3755726,28,4.262065437,12088.41645,1
350.1780398,32,3.642778438,19410.23376,1
402.593602,31,3.39586624,17941.81126,1
349.1860855,31,4.545340927,21979.03167,1
607.0265423,28,3.0209959,11465.57564,1
429.8278189,28,3.153809337,13900.77927,1
444.8543208,33,2.896852186,28174.62052,1
401.204271,31,3.04504857,52318.9173,1
265.2511986,28,4.497528597,29534.69029,1
459.8765496,32,2.729104523,24415.07056,1
395.4070038,34,4.105495485,33737.28852,1
351.1612132,31,5.050683115,28334.49194,1
406.8063023,33,4.177139266,17350.05853,1
307.6913606,27,2.653126688,36278.71831,1
440.938978,27,3.480640837,7714.746969,1
532.3366593,30,3.827920867,4857.253807,1
604.6312629,31,4.840562301,29983.11601,1
446.4507253,34,3.179884727,18894.85239,1
390.955033,33,4.728123985,21626.49759,1
314.9650897,31,3.103089844,45249.44903,1
458.6772315,29,3.486646409,20438.22469,1
386.6228625,28,4.564188355,29189.13672,1
296.074382,33,4.404040365,25151.41157,1
465.5592858,29,6.494249467,26124.93141,1
327.4756504,30,4.897372508,44063.09842,1
369.5912891,28,2.568079877,13623.16006,1
517.9357855,26,3.672975983,20143.06526,1
384.6848754,28,3.601735481,42268.3343,1
503.6640851,29,3.451740047,16263.16747,1
473.7513016,31,3.622195522,13979.16572,1
358.04413,32,3.774256121,27361.65907,1
393.8896156,32,2.31815248,31429.37903,1
402.0199449,29,3.215219463,9460.322635,1
347.353336,31,2.227727884,15902.94528,1
358.7176769,29,4.333636278,17968.88278,1
333.6237939,26,3.802116117,24283.65879,1
520.1113582,28,4.025762216,16911.20377,1
588.5667127,34,5.652222113,9654.733681,1
529.0525353,27,3.603325615,25653.69023,1
347.9574985,33,4.003819012,21707.49226,1
421.4853341,33,4.043334781,14336.62752,1
380.2401927,31,4.213405262,37356.7464,1
348.0414889,30,3.519884366,14518.9745,1
424.461152,34,3.896090487,15417.93283,1
369.9693333,27,5.661104287,13839.71343,1
431.3047161,31,4.388551012,19663.46943,1
557.4218785,29,4.120931424,46931.88429,1
411.1144853,27,3.15633142,20834.29428,1
403.189913,29,3.218709224,10389.54254,1
352.3536228,31,4.498684931,25740.41259,1
593.3962245,34,4.366031351,28827.36019,1
313.8787713,34,4.407566169,27345.17429,0
418.4535907,26,5.110414149,14971.94903,0
367.9979774,28,4.823082014,36438.31088,0
498.1423861,29,3.323069564,26831.61041,0
552.3087055,26,5.235111121,17925.35212,0
557.4956847,33,3.663922184,26736.08557,0
567.0272739,27,4.012517558,31414.52581,0
482.8424352,26,4.051733473,19666.99279,0
308.7297975,33,4.364066935,15371.99994,0
449.1471915,34,3.902837834,22229.23009,0
517.4321968,33,2.637364885,18340.04681,0
532.5727848,33,4.527364378,21230.43141,0
484.5857912,32,2.722908161,23920.25478,0
386.0553312,27,4.069358772,19384.03743,0
535.3023515,26,4.825792283,37030.70812,0
370.27088,33,3.145842903,40879.78957,0
441.0026117,27,5.454487652,19947.92418,0
442.3374864,32,4.218831154,14673.67067,0
394.1809845,27,4.496626599,18308.50267,0
530.2214099,26,3.44672846,31101.68428,0
423.4208384,29,3.60090567,15489.32566,0
325.3877076,34,3.832597167,23432.96269,0
444.6785788,27,5.048833995,25396.01178,0
519.0316251,27,2.977359946,27554.34526,0
469.983324,31,3.476213304,29072.16965,0
435.783775,29,5.142471132,16314.23338,0
437.7279153,28,4.144998518,39960.29895,0
485.6972741,31,2.850183766,12224.6246,0
549.4149828,30,4.315898406,20434.10574,0
352.456041,27,5.120887965,21910.76357,0
534.1302716,34,5.14411422,26004.52888,0
422.8175562,33,3.361088407,28970.08761,0
350.0049779,30,4.689842818,27000.10688,0
374.0728447,32,3.422470521,26703.85347,0
397.3996598,34,3.031364369,22057.37916,0
325.5375394,32,4.410697353,22888.78806,0
498.9319114,33,4.956358408,6700.775054,0
422.039495,32,4.567087634,20868.62798,0
589.5522114,30,3.611057441,12677.8415,0
380.4599178,30,3.696640141,26177.78951,0
532.8851961,26,4.093097749,2912.211247,0
430.8368251,33,3.15994937,8896.195118,0
381.3573499,32,3.993409764,20988.42941,0
306.3559039,31,4.063613621,21144.97526,0
341.7601979,28,2.544733701,22372.30327,0
445.037456,28,3.357439471,14859.05966,0
481.3070516,29,4.181050753,16905.80152,0
534.8009878,28,3.7829719,14462.67431,0
517.4274709,26,2.283475159,2552.962804,0
419.788898,28,4.192932215,7013.211787,0
358.0562635,26,3.878447314,10859.55375,0
415.5775127,27,3.354322267,34226.07213,0
361.9016284,26,2.752134121,15249.62024,0
389.6832344,33,2.856175487,18409.03732,0
326.0262267,34,2.956748075,26132.21181,0
365.0915872,32,3.946989523,28001.11818,0
444.1166326,33,4.53159367,21575.24522,0
399.6054465,31,4.482459764,15335.51143,0
456.3084539,27,4.649382034,29542.33817,0
492.2064736,34,3.407349428,10676.50848,0
447.9877914,30,4.702310753,21078.88717,0
370.7714128,30,5.206480177,31292.1277,0
471.3686946,33,3.374326523,13454.63478,0
436.9917521,27,3.940000423,18397.19941,0
329.7408617,27,5.128346524,23433.90177,0
399.1317179,27,4.105178268,25926.07564,0
377.6820972,26,4.939109441,20015.39811,0
256.3025585,31,2.339572736,35643.18121,0
496.1051876,31,4.671557881,23207.09284,0
459.0835568,31,4.382161619,19185.79188,0
403.3605959,26,4.795025555,14310.6233,0
434.7197472,28,4.587086719,25394.10472,0
518.043369,34,3.861956077,18476.61917,0
379.222873,31,3.096163272,20229.10815,0
494.1291249,34,3.841221574,23894.13601,0
444.4534957,29,4.543685761,17342.31408,0
441.2980876,27,4.97857536,15049.5842,0
529.7465288,33,4.978556095,30253.8511,0
511.1615111,27,4.604404561,9782.344284,0
409.4793779,30,3.268693507,17527.71673,0
412.9967634,33,2.840910756,21443.26475,0
530.7996675,31,2.355934229,29616.49287,0
350.8943618,32,6.739,18408.29497,0
480.0130563,34,5.265728858,21610.5813,0
457.8115556,34,4.514981624,21318.96169,0
334.9373022,32,5.45860969,15288.21377,0
543.3479764,26,4.247240149,11826.29428,0
400.7061608,26,3.242849929,10930.05567,0
566.7547238,33,6.032994877,25993.71141,0
417.2873151,31,3.888235227,17909.36578,0
375.5473617,32,4.881101138,26853.94949,0
506.7568077,32,4.143224936,19156.12313,0
463.4784249,33,4.267189591,29009.01082,0
492.1354893,28,2.950360943,22274.36837,0
355.5464203,29,3.662563465,40149.31656,0
278.7532038,26,4.11748804,16544.27559,0
503.1392455,30,4.328026357,42061.3228,0
353.9275932,28,3.774600526,20574.36426,0
596.8258366,29,4.604633154,8777.686784,0
584.6043537,28,4.106543052,31085.08343,0
410.6485372,28,5.068556189,42210.88524,0
379.2701222,30,4.237643894,21891.67716,0
343.7640131,33,2.907387267,37376.79299,0
526.4259147,28,2.877062813,23608.86224,0
596.0763683,31,4.644211645,19835.98077,0
509.7678877,29,3.403136416,41411.60171,0
420.124761,30,4.091205593,45510.58432,0
631.3042163,34,3.912148351,17264.84092,0
467.2180731,31,4.286478967,29072.03812,0
461.8362776,34,3.932804334,25969.21512,0
348.5273214,29,4.613578722,21417.59361,0
471.1317159,27,5.989542791,23502.8578,0
387.1304829,31,4.240821478,16173.72709,0
587.022609,31,3.815468994,12856.92869,0
357.2589703,28,4.296479909,41839.45645,0
428.7869759,34,5.371284156,19024.48553,0
528.1216265,26,3.290372492,9651.874826,0
332.8553213,29,4.22512093,18949.97554,0
352.6021464,28,4.686019916,30879.02668,0
350.1166859,30,3.87905374,18140.59427,0
573.7237623,27,4.694311216,27867.48676,0
319.4340326,26,4.600885755,39657.27211,0
385.8128184,26,4.807495942,27296.29404,0
491.750448,33,3.577674921,19646.23342,0
303.2563429,34,3.665205612,27218.82198,0
517.4283917,30,4.963184434,15000.18777,0
370.903807,29,4.405351952,18907.64284,0
323.7440125,27,2.842393186,9694.354896,0
376.2411457,34,2.83390143,10603.09802,0
610.7675763,29,3.257744181,12556.75405,0
483.3342093,28,3.635634543,19988.64926,0
365.8353748,29,3.067626699,26640.07219,0
481.1367926,26,3.813428659,13189.51938,0
282.6874021,33,3.241972101,30565.57839,0
607.9158477,33,4.290071516,11310.95831,0
517.4961422,29,2.380084227,4784.967879,0
351.5203926,27,3.721765769,49074.73041,0
499.0950566,30,3.342409054,17100.88743,0
564.6475642,33,4.931878079,26189.64706,0
360.8142964,29,4.380978304,15908.56187,0
377.68222,26,3.949014618,25222.956,0
445.9284558,31,4.54358117,18327.43843,0
407.3750465,30,4.398685036,15658.08628,0
384.920771,32,3.480271755,7850.641892,0
472.6937251,33,4.148611317,26486.18144,0
426.4307202,30,5.77661102,29433.42378,0
471.9253772,30,2.814000683,4343.356611,0
501.4468337,29,3.812887661,9082.816175,0
435.3765288,34,4.09093992,20417.26442,0
445.0612309,26,5.492704955,29252.50111,0
515.0599861,32,5.116406585,29091.2071,0
405.8180972,34,4.333720849,14877.28974,0
349.9821732,31,3.423831621,32882.15594,0
337.219448,29,3.843484016,14973.29736,0
301.2028853,31,4.10343896,27382.76933,0
494.0943388,32,3.841052038,19436.50354,0
302.1907102,26,3.681765114,25833.85171,0
380.1452048,33,2.897292531,25208.15184,0
456.2621506,30,2.081845657,18261.69494,0
425.0167571,34,2.722571208,15825.44032,0
491.4317215,33,4.904613044,13404.25433,0
399.9548334,26,3.272429761,9727.65317,0
299.2797747,30,5.176205069,4728.650671,0
561.6131872,31,3.137551206,15007.27268,0
506.899657,29,5.183622115,23718.55201,0
332.6127519,33,3.568823153,20920.25156,0
467.171822,34,3.631006709,27951.61307,0
370.7121076,29,4.914276095,16061.5901,0
414.0150432,32,3.078985839,27840.69421,0
406.466385,32,4.589161805,11562.43551,0
457.5548272,28,4.905490433,19089.94856,0
472.0429124,31,3.084431233,10465.2616,0
389.2927845,27,3.916114733,24897.2866,0
424.2570133,28,3.826158191,44652.36387,0
376.6698777,34,4.307547519,31350.27577,0
318.5643304,28,3.928495392,25319.91387,0
593.5617556,31,4.355880125,23734.84621,0
449.3677902,28,5.573210319,10897.15029,0
431.4754122,34,5.255703382,14333.53802,0
447.937123,31,3.9991255,17705.60862,0
477.9837557,31,3.81878876,5232.913254,0
466.64942,27,4.306112971,16532.82882,0
404.460052,30,2.956447478,16932.5771,0
434.0487022,26,1.680554025,21022.83503,0
543.1817477,31,4.800963142,26532.73725,0
405.3406089,28,3.076479932,11889.21775,0
357.9863126,34,4.206835504,39489.00974,0
512.8947171,29,3.472839213,19605.02957,0
418.6787647,26,3.38186391,12819.87544,0
509.5464193,31,3.916745527,39742.97033,0
357.1196221,31,4.284878629,27071.11862,0
421.4642532,28,3.569570266,28135.07684,0
300.0624866,28,4.219118008,16103.36055,0
481.8534152,31,2.887725422,30681.12026,0
397.996103,29,3.121944851,18628.69683,0
652.5375916,34,4.667770161,14625.56136,0
370.0113729,33,2.901699556,17516.69936,0
392.7674528,32,3.192569799,8508.15373,0
447.484361,31,5.25017306,8864.68648,0
374.4638479,27,3.716659341,17561.27284,0
426.0805224,28,3.845127166,33798.10896,0
458.0441705,28,4.816705216,29122.697,0
476.8444591,30,5.060114929,29493.42297,0
397.2367839,32,3.292249267,44868.45837,0
382.7579656,31,4.235174415,23879.22676,0
534.5408375,33,4.674495973,24769.51139,0
471.0626399,34,4.969149725,20661.41106,0
574.5406715,27,5.703287743,29213.62039,0
372.551219,32,4.008499341,8273.591971,0
436.6259903,28,5.112376365,24207.29803,0
294.8468015,26,4.183319911,19998.85902,0
430.3956004,33,2.913048443,30630.75994,0
503.7324283,28,4.179656267,42327.16802,0
389.2152949,27,5.014144884,32333.84154,0
470.4296759,30,4.342759277,28653.47234,0
393.293539,26,4.953533863,22510.97507,0
431.9724289,31,3.945460484,39997.7837,0
438.1321035,29,2.604959925,17870.31525,0
453.2113664,29,3.384178841,36701.97435,0
418.2698062,30,3.764703594,21051.36538,0
411.4244826,28,4.028958007,23823.49289,0
492.200309,32,4.266775395,10830.80125,0
308.7925146,34,4.161749271,14579.82207,0
451.5571777,31,3.675717673,31157.11017,0
428.9503288,30,4.827704247,21295.74988,0
411.7955029,29,2.443008006,19966.7447,0
488.1413127,33,4.590616741,39352.77584,0
